Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,9986475,34,48,1276,74335,405,0,37.52941176,104.0283281,4344,0,1548.645833,870.2417979,7571,8,123289.8148,1090224.41,9813999,1,9986475,302620.4545,1707487.429,9813999,1,9958367,211880.1489,1434611.507,9837616,48,0,0,0,0,1100,1544,3.404604728,4.806500792,0,4344,910.9759036,1001.449413,1002900.926,0,0,0,1,0,0,0,0,1,922.0853659,37.52941176,1548.645833,1100,0,0,0,0,0,34,1276,48,74335,65535,126,7,32,138868.0,0.0,138868,138868,9813999.0,0.0,9813999,9813999,BENIGN
52527,62,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,32258,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16129.03226,16129.03226,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,244797,4,2,180,144,45,45,45.0,0.0,72,72,72.0,0.0,1323,24,48959.4,89507.62014,206284,3,38510,12836.66667,22182.67108,38451,11,3,3.0,0.0,3,3,0,0,0,0,80,40,16.34006953,8.170034763,45,72,52.71428571,13.17465098,173.5714286,0,0,0,0,0,0,0,0,0,61.5,45.0,72.0,80,0,0,0,0,0,4,180,2,144,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117365797,7,8,181,3838,89,0,25.85714286,35.29130474,1460,0,479.75,570.1430272,34,0,8383271.214,21300000.0,58800000,3,117000000,19600000.0,30200000.0,58800000,144,117000000,16800000.0,28600000.0,58800000,3,1,0,0,0,140,160,0.059642589,0.068162959,0,1460,256.75,453.2892381,205471.1333,0,1,0,0,1,0,0,0,1,273.8666667,25.85714286,479.75,140,0,0,0,0,0,7,181,8,3838,256,1047,2,20,90026.5,22909.5526,106226,73827,58600000.0,303693.1701,58800000,58300000,BENIGN
443,5081779,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,33,1,1016355.8,2218802.812,4985238,3,5081779,1270444.75,2476907.217,4985238,3,0,0.0,0.0,0,0,1,0,0,0,100,20,0.983907407,0.196781481,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,100,0,0,0,0,0,5,123,1,46,257,119,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,23983,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,4002,83,23983.0,0.0,23983,23983,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41.69620148,41.69620148,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31405,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,13755,127,10468.33333,18124.757,31397,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,63.68412673,63.68412673,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,40,0,0,0,0,0,2,88,2,344,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,46582587,20,20,1005,23990,1005,0,50.25,224.7248317,2920,0,1199.5,1094.947607,536,0,1194425.308,3161197.556,10000000,9,40700000,2139799.368,4178974.68,10000000,211,46600000,2450923.684,4232639.024,10000000,143,0,0,0,0,420,412,0.429344982,0.429344982,0,2920,609.6341463,966.0165567,933187.9878,0,0,0,1,0,0,0,0,1,624.875,50.25,1199.5,420,0,0,0,0,0,20,1005,20,23990,29200,31,1,20,162327.5,294416.3475,603952,14990,10000000.0,5210.219349,10000000,9996497,BENIGN
80,116155722,16,13,314,298,314,0,19.625,78.5,298,0,22.92307692,82.65032924,5,0,4148418.643,4907006.476,10000000,39,116000000,7743714.8,4167948.554,10100000,50405,111000000,9249502.833,2867040.903,10100000,145468,0,0,0,0,340,268,0.13774612,0.111918722,0,314,20.4,77.66310978,6031.558621,0,0,0,1,0,0,0,0,0,21.10344828,19.625,22.92307692,340,0,0,0,0,0,16,314,13,298,29200,127,1,20,63930.90909,43759.75364,195871,50477,10000000.0,9146.58096,10000000,9998840,BENIGN
53,48377,2,2,102,306,51,51,51.0,0.0,153,153,153.0,0.0,8433,82,16125.66667,27887.18138,48327,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,40,40,41.34196002,41.34196002,51,153,91.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,114.75,51.0,153.0,40,0,0,0,0,0,2,102,2,306,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115534214,21,19,3896,5257,3285,0,185.5238095,715.2004348,1400,0,276.6842105,541.5694326,79,0,2962415.744,4499766.749,9994412,3,116000000,5776710.7,4933821.682,10100000,3,111000000,6175893.333,5005770.876,10100000,4,0,0,0,0,444,520,0.181764339,0.164453449,0,3285,223.2439024,625.371201,391089.139,0,0,0,1,0,0,0,0,0,228.825,185.5238095,276.6842105,444,0,0,0,0,0,21,3896,19,5257,8192,18980,15,20,137213.8182,165599.1822,636514,87147,9968756.909,78618.64848,9994412,9731753,BENIGN
443,117794896,10,8,861,312,517,0,86.1,159.1654974,154,0,39.0,53.63367812,9,0,6929111.529,19500000.0,58900000,3,118000000,13100000.0,25900000.0,58900000,315,118000000,16800000.0,28700000.0,59000000,3,0,0,0,0,212,172,0.084893322,0.067914657,0,517,61.73684211,120.6513996,14556.76023,0,0,0,1,0,0,0,0,0,65.16666667,86.1,39.0,212,0,0,0,0,0,10,861,8,312,8192,62,6,20,85868.5,28467.4119,105998,65739,58800000.0,231327.8621,58900000,58600000,BENIGN
53,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2000000,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,1,0,1,0,16275,2053,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30944,1,1,55,136,55,55,55.0,0.0,136,136,136.0,0.0,6172,64,30944.0,0.0,30944,30944,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.31644261,32.31644261,55,136,82.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,123.0,55.0,136.0,32,0,0,0,0,0,1,55,1,136,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,285,2,2,76,288,38,38,38.0,0.0,144,144,144.0,0.0,1277192,14035,95.0,159.3486743,279,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,7017.54386,7017.54386,38,144,80.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,100.5,38.0,144.0,64,0,0,0,0,0,2,76,2,288,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62617,4,2,132,356,33,33,33.0,0.0,178,178,178.0,0.0,7793,95,12523.4,19579.14549,44736,1,44786,14928.66667,25813.91904,44736,1,48,48.0,0.0,48,48,0,0,0,0,80,40,63.88041586,31.94020793,33,178,74.42857143,70.75275529,5005.952381,0,0,0,0,0,0,0,0,0,86.83333333,33.0,178.0,80,0,0,0,0,0,4,132,2,356,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
465,18,3,0,37,0,37,0,12.33333333,21.36195996,0,0,0.0,0.0,2055555,166666,9.0,8.485281374,15,3,18,9.0,8.485281374,15,3,0,0.0,0.0,0,0,0,0,0,0,60,0,166666.6667,0.0,0,37,9.25,18.5,342.25,0,0,0,0,1,0,0,0,0,12.33333333,12.33333333,0.0,60,0,0,0,0,0,3,37,0,0,16324,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,124082,13,12,842,7593,232,0,64.76923077,85.97010512,1490,0,632.75,715.2267441,67979,201,5170.083333,7865.780383,23977,1,124082,10340.16667,9259.450709,25500,1,87109,7919.0,15240.51166,46544,3,0,0,0,0,272,252,104.7694267,96.71024,0,1490,324.4230769,559.9367945,313529.2138,0,0,0,1,0,0,0,0,0,337.4,64.76923077,632.75,272,0,0,0,0,0,13,842,12,7593,8192,127,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1882,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,1062,1882.0,0.0,1882,1882,1882,1882.0,0.0,1882,1882,0,0.0,0.0,0,0,0,0,0,0,40,0,1062.699256,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10028461,39,79,1260,118591,389,0,32.30769231,96.19036877,2896,0,1501.151899,585.6250898,11951,11,85713.34188,910108.4302,9845748,1,10000000,263906.8684,1596412.825,9845748,1,9997645,128174.9359,1117474.568,9870774,45,0,0,0,0,1260,2536,3.888931711,7.877579621,0,2896,1007.151261,846.017346,715745.3498,0,0,0,1,0,0,0,0,2,1015.686441,32.30769231,1501.151899,1260,0,0,0,0,0,39,1260,79,118591,65535,126,7,32,142412.0,0.0,142412,142412,9845748.0,0.0,9845748,9845748,BENIGN
53,184,2,2,60,234,30,30,30.0,0.0,117,117,117.0,0.0,1597826,21739,61.33333333,92.46260505,168,4,4,4.0,0.0,4,4,12,12.0,0.0,12,12,0,0,0,0,40,40,10869.56522,10869.56522,30,117,64.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,81.0,30.0,117.0,40,0,0,0,0,0,2,60,2,234,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55700,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,2,0,0,0,4738,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49302,22746,3,1,108,0,77,0,36.0,38.74274126,0,0,0.0,0.0,4748,175,7582.0,13073.55625,22678,3,22746,11373.0,16079.6082,22743,3,0,0.0,0.0,0,0,1,0,0,0,96,20,131.8913216,43.96377385,0,77,37.0,38.64582772,1493.5,0,1,0,0,1,0,0,0,0,46.25,36.0,0.0,96,0,0,0,0,0,3,108,1,0,972,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,53,0,53,0,26.5,37.4766594,0,0,0.0,0.0,17700000,666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,53,35.33333333,30.59956427,936.3333333,0,1,0,0,1,0,0,0,0,53.0,26.5,0.0,64,0,0,0,0,0,2,53,0,0,65160,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31879,1,1,44,131,44,44,44.0,0.0,131,131,131.0,0.0,5489,62,31879.0,0.0,31879,31879,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,31.36861257,31.36861257,44,131,73.0,50.22947342,2523.0,0,0,0,0,0,0,0,0,1,109.5,44.0,131.0,40,0,0,0,0,0,1,44,1,131,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,114170014,24,21,5725,7533,1854,0,238.5416667,528.7622939,1796,0,358.7142857,700.1024313,116,0,2594773.045,4298201.803,10000000,15,114000000,4962340.13,4911004.781,10100000,48,114000000,5706680.25,4857604.525,10100000,201,0,0,0,0,776,680,0.210212815,0.183936213,0,1854,288.2173913,605.1645842,366224.1739,0,0,0,1,0,0,0,0,0,294.6222222,238.5416667,358.7142857,776,0,0,0,0,0,24,5725,21,7533,29200,447,6,32,59641.16667,70267.81255,281836,36169,9451510.75,1301994.903,10000000,6529206,BENIGN
53,119766,1,1,51,162,51,51,51.0,0.0,162,162,162.0,0.0,1778,16,119766.0,0.0,119766,119766,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8.349615083,8.349615083,51,162,88.0,64.08587988,4107.0,0,0,0,0,0,0,0,0,1,132.0,51.0,162.0,20,0,0,0,0,0,1,51,1,162,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,502,1,1,79,161,79,79,79.0,0.0,161,161,161.0,0.0,478087,3984,502.0,0.0,502,502,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1992.031873,1992.031873,79,161,106.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,159.5,79.0,161.0,32,0,0,0,0,0,1,79,1,161,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47831,1,1,45,98,45,45,45.0,0.0,98,98,98.0,0.0,2989,41,47831.0,0.0,47831,47831,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.9069432,20.9069432,45,98,62.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,94.0,45.0,98.0,32,0,0,0,0,0,1,45,1,98,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48438,4,2,180,154,45,45,45.0,0.0,77,77,77.0,0.0,6895,123,9687.6,13269.70562,24921,3,24928,8309.333333,14386.12534,24921,3,4,4.0,0.0,4,4,0,0,0,0,80,40,82.57979272,41.28989636,45,77,54.14285714,15.61440117,243.8095238,0,0,0,0,0,0,0,0,0,63.16666667,45.0,77.0,80,0,0,0,0,0,4,180,2,154,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,162,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1185185,24691,54.0,86.60254038,154,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,12345.67901,12345.67901,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,69729,3,4,428,2264,428,0,142.6666667,247.1059152,2264,0,566.0,1132.0,38606,100,11621.5,16462.86138,33000,5,35825,17912.5,20923.99676,32708,3117,37080,12360.0,20630.10424,36176,5,0,0,0,0,104,136,43.02370606,57.36494142,0,2264,336.5,793.0971837,629003.1429,0,0,0,1,0,0,0,0,1,384.5714286,142.6666667,566.0,104,0,0,0,0,0,3,428,4,2264,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4178379,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,40,1,835675.8,1845598.793,4137067,17,4178379,1044594.75,2061714.72,4137067,17,0,0.0,0.0,0,0,1,0,0,0,160,32,1.196636303,0.239327261,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,5,123,1,46,310,349,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
45946,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,500000,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,2,0,0,0,555,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,50768,1,1,43,109,43,43,43.0,0.0,109,109,109.0,0.0,2994,39,50768.0,0.0,50768,50768,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,19.69744721,19.69744721,43,109,65.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,97.5,43.0,109.0,32,0,0,0,0,0,1,43,1,109,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
44497,4,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,7750000,750000,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,96,0,750000.0,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,96,0,0,0,0,0,3,31,0,0,110,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,232,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1155172,17241,77.33333333,129.6160998,227,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,64,64,8620.689655,8620.689655,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,64,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116230373,59,54,1427,56746,592,0,24.18644068,100.6769286,3601,0,1050.851852,717.2943504,500,0,1037771.188,3013092.14,10000000,0,116000000,2003971.948,3980604.915,10100000,0,111000000,2096447.717,4108458.567,10100000,1,0,0,0,0,1896,1736,0.507612584,0.464594569,0,3601,510.2894737,715.4307784,511841.1986,0,0,0,1,0,0,0,0,0,514.8053097,24.18644068,1050.851852,1896,0,0,0,0,0,59,1427,54,56746,29200,366,5,32,85462.83333,168649.2499,620996,36631,9600401.25,1422986.438,10000000,5081843,BENIGN
80,115944967,16,14,435,746,435,0,27.1875,108.75,746,0,53.28571429,199.3768865,10,0,3998102.31,4880874.464,10000000,44,116000000,7729664.467,4159120.58,10000000,44,111000000,8505091.308,3761907.059,10000000,20417,0,0,0,0,520,456,0.137996503,0.12074694,0,746,38.09677419,152.8341923,23358.29032,0,0,0,1,0,0,0,0,0,39.36666667,27.1875,53.28571429,520,0,0,0,0,0,16,435,14,746,29200,340,1,32,42165.45455,17366.8626,94528,36784,10000000.0,3996.727373,10000000,9999668,BENIGN
11120,139,1,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,28776,46.33333333,37.74034093,72,3,0,0.0,0.0,0,0,67,33.5,43.13351365,64,3,0,0,0,0,20,60,7194.244604,21582.73381,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,3,0.0,0.0,0.0,20,0,0,0,0,0,1,0,3,0,256,389,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,34477,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,58,34477.0,0.0,34477,34477,34477,34477.0,0.0,34477,34477,0,0.0,0.0,0,0,0,0,0,0,40,0,58.00968762,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,2,0,0,0,253,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52336,333,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,6006,333.0,0.0,333,333,333,333.0,0.0,333,333,0,0.0,0.0,0,0,0,0,0,0,40,0,6006.006006,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,2,0,0,0,31,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5538996,6,7,1063,374,517,0,177.1666667,255.572625,206,0,53.42857143,83.8487868,259,2,461583.0,1427982.467,4990730,3,548263,109652.6,128516.0017,314722,211,5422940,903823.3333,2100083.89,5189013,3,0,0,0,0,132,144,1.083228802,1.263766935,0,517,102.6428571,181.7824597,33044.86264,0,0,0,1,0,0,0,0,1,110.5384615,177.1666667,53.42857143,132,0,0,0,0,0,6,1063,7,374,8192,31088,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000,666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,2,31,0,0,348,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,155,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1109677,25806,51.66666667,78.30921615,142,3,10,10.0,0.0,10,10,3,3.0,0.0,3,3,0,0,0,0,40,40,12903.22581,12903.22581,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,187657,1,1,54,70,54,54,54.0,0.0,70,70,70.0,0.0,660,10,187657.0,0.0,187657,187657,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5.328871292,5.328871292,54,70,59.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,89.0,54.0,70.0,32,0,0,0,0,0,1,54,1,70,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
43104,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000,666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,2,31,0,0,119,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53547,20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,100000,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,82969,10,5,1225,1839,981,0,122.5,305.2169538,1701,0,367.8,747.6731906,36929,180,5926.357143,9184.941419,23474,2,82969,9218.777778,12243.04513,28725,2,55888,13972.0,11641.47184,23970,518,0,0,0,0,332,168,120.5269438,60.2634719,0,1701,191.5,470.0473735,220944.5333,0,0,0,1,0,0,0,0,0,204.2666667,122.5,367.8,332,0,0,0,0,0,10,1225,5,1839,65535,1000,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,107,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,18691,107.0,0.0,107,107,107,107.0,0.0,107,107,0,0.0,0.0,0,0,0,0,0,0,40,0,18691.58879,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
26386,58460,16,6,18449,0,2920,0,1153.0625,1008.733296,0,0,0.0,0.0,315583,376,2783.809524,10297.10073,46349,1,58460,3897.333333,12119.29425,46349,1,46733,9346.6,20774.41777,46509,48,0,0,0,0,344,144,273.6914129,102.6342798,0,2920,802.1304348,994.0159275,988067.664,0,0,0,1,0,0,0,0,0,838.5909091,1153.0625,0.0,344,0,0,0,0,0,16,18449,6,0,8192,357,11,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30811,1,1,62,139,62,62,62.0,0.0,139,139,139.0,0.0,6523,64,30811.0,0.0,30811,30811,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.45594106,32.45594106,62,139,87.66666667,44.45597073,1976.333333,0,0,0,0,0,0,0,0,1,131.5,62.0,139.0,20,0,0,0,0,0,1,62,1,139,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54458,49,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,632653,40816,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,1,0,0,0,40,0,40816.32653,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,40,0,0,0,0,0,2,31,0,0,946,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4097512,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,41,1,819502.4,1781124.231,4005441,3,4097512,1024378.0,1987785.437,4005441,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.22025268,0.244050536,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,100,0,0,0,0,0,5,123,1,46,253,351,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30151,1,1,55,111,55,55,55.0,0.0,111,111,111.0,0.0,5505,66,30151.0,0.0,30151,30151,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,33.16639581,33.16639581,55,111,73.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,110.5,55.0,111.0,20,0,0,0,0,0,1,55,1,111,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53960,191,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,10471,191.0,0.0,191,191,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5235.602094,5235.602094,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,176251,26,39,887,52779,405,0,34.11538462,94.53648055,2896,0,1353.307692,588.220159,304486,368,2753.921875,8396.949723,52760,1,176251,7050.04,12746.41192,52760,1,152390,4010.263158,13140.55618,74843,39,0,0,0,0,844,1256,147.5168935,221.2753403,0,2896,813.1212121,796.058222,633708.6928,0,0,0,1,0,0,0,0,1,825.6307692,34.11538462,1353.307692,844,0,0,0,0,0,26,887,39,52779,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
